Time;/Nodes/Agadyr_F/u220/archivesS/u_n_ras
2023-01-03 06:53:06;231.551
2023-01-03 06:53:07;231.551
2023-01-03 06:53:08;231.551
2023-01-03 06:53:09;231.551
2023-01-03 06:53:10;231.551
2023-01-03 06:53:11;231.551
2023-01-03 06:53:12;231.551
2023-01-03 06:53:13;231.551
2023-01-03 06:53:14;231.551
2023-01-03 06:53:15;231.551
2023-01-03 06:53:16;231.551
2023-01-03 06:53:17;231.551
2023-01-03 06:53:18;231.551
2023-01-03 06:53:19;231.551
2023-01-03 06:53:20;231.551
2023-01-03 06:53:21;231.551
2023-01-03 06:53:22;231.551
2023-01-03 06:53:23;231.551
2023-01-03 06:53:24;231.551
2023-01-03 06:53:25;231.551
2023-01-03 06:53:26;231.551
2023-01-03 06:53:27;231.551
2023-01-03 06:53:28;231.551
2023-01-03 06:53:29;231.551
2023-01-03 06:53:30;231.551
2023-01-03 06:53:31;231.551
2023-01-03 06:53:32;231.551
2023-01-03 06:53:33;231.551
2023-01-03 06:53:34;231.551
2023-01-03 06:53:35;231.551
2023-01-03 06:53:36;231.551
2023-01-03 06:53:37;231.551
2023-01-03 06:53:38;231.551
2023-01-03 06:53:39;231.551
2023-01-03 06:53:40;231.551
2023-01-03 06:53:41;231.551
2023-01-03 06:53:42;231.551
2023-01-03 06:53:43;231.551
2023-01-03 06:53:44;231.551
2023-01-03 06:53:45;231.551
2023-01-03 06:53:46;231.551
2023-01-03 06:53:47;231.551
2023-01-03 06:53:48;231.551
2023-01-03 06:53:49;231.551
2023-01-03 06:53:50;231.551
2023-01-03 06:53:51;231.551
2023-01-03 06:53:52;231.551
2023-01-03 06:53:53;231.551
2023-01-03 06:53:54;231.551
2023-01-03 06:53:55;231.551
2023-01-03 06:53:56;231.551
2023-01-03 06:53:57;231.551
2023-01-03 06:53:58;231.551
2023-01-03 06:53:59;231.551
2023-01-03 06:54:00;231.551
2023-01-03 06:54:01;231.551
2023-01-03 06:54:02;231.551
2023-01-03 06:54:03;231.551
2023-01-03 06:54:04;231.551
2023-01-03 06:54:05;231.551
2023-01-03 06:54:06;231.551
2023-01-03 06:54:07;231.51604399999997
2023-01-03 06:54:08;231.515
2023-01-03 06:54:09;231.515
2023-01-03 06:54:10;231.515
2023-01-03 06:54:11;231.515
2023-01-03 06:54:12;231.515
2023-01-03 06:54:13;231.515
2023-01-03 06:54:14;231.515
2023-01-03 06:54:15;231.515
2023-01-03 06:54:16;231.515
2023-01-03 06:54:17;231.515
2023-01-03 06:54:18;231.515
2023-01-03 06:54:19;231.515
2023-01-03 06:54:20;231.515
2023-01-03 06:54:21;231.515
2023-01-03 06:54:22;231.515
2023-01-03 06:54:23;231.515
2023-01-03 06:54:24;231.515
2023-01-03 06:54:25;231.515
2023-01-03 06:54:26;231.515
2023-01-03 06:54:27;231.515
2023-01-03 06:54:28;231.515
2023-01-03 06:54:29;231.515
2023-01-03 06:54:30;231.515
2023-01-03 06:54:31;231.515
2023-01-03 06:54:32;231.674873
2023-01-03 06:54:33;231.676
2023-01-03 06:54:34;231.676
2023-01-03 06:54:35;231.676
2023-01-03 06:54:36;231.676
2023-01-03 06:54:37;231.676
2023-01-03 06:54:38;231.676
2023-01-03 06:54:39;231.676
2023-01-03 06:54:40;231.676
2023-01-03 06:54:41;231.676
2023-01-03 06:54:42;231.676
2023-01-03 06:54:43;231.676
2023-01-03 06:54:44;231.676
2023-01-03 06:54:45;231.676
2023-01-03 06:54:46;231.676
2023-01-03 06:54:47;231.676
2023-01-03 06:54:48;231.676
2023-01-03 06:54:49;231.676
2023-01-03 06:54:50;231.676
2023-01-03 06:54:51;231.676
2023-01-03 06:54:52;231.676
2023-01-03 06:54:53;231.676
2023-01-03 06:54:54;231.676
2023-01-03 06:54:55;231.676
2023-01-03 06:54:56;231.676
2023-01-03 06:54:57;231.676
2023-01-03 06:54:58;231.676
2023-01-03 06:54:59;231.676
2023-01-03 06:55:00;231.676
2023-01-03 06:55:01;231.676
2023-01-03 06:55:02;231.676
2023-01-03 06:55:03;231.676
2023-01-03 06:55:04;231.77017600000002
2023-01-03 06:55:05;231.772
2023-01-03 06:55:06;231.772
2023-01-03 06:55:07;231.772
2023-01-03 06:55:08;231.772
2023-01-03 06:55:09;231.772
2023-01-03 06:55:10;231.772
2023-01-03 06:55:11;231.772
2023-01-03 06:55:12;231.772
2023-01-03 06:55:13;231.772
2023-01-03 06:55:14;231.772
2023-01-03 06:55:15;231.772
2023-01-03 06:55:16;231.772
2023-01-03 06:55:17;231.772
2023-01-03 06:55:18;231.772
2023-01-03 06:55:19;231.772
2023-01-03 06:55:20;231.772
2023-01-03 06:55:21;231.772
2023-01-03 06:55:22;231.772
2023-01-03 06:55:23;231.772
2023-01-03 06:55:24;231.772
2023-01-03 06:55:25;231.772
2023-01-03 06:55:26;231.772
2023-01-03 06:55:27;231.772
2023-01-03 06:55:28;231.772
2023-01-03 06:55:29;231.772
2023-01-03 06:55:30;231.772
2023-01-03 06:55:31;231.772
2023-01-03 06:55:32;231.772
2023-01-03 06:55:33;231.772
2023-01-03 06:55:34;231.772
2023-01-03 06:55:35;231.772
2023-01-03 06:55:36;231.772
2023-01-03 06:55:37;231.772
2023-01-03 06:55:38;231.772
2023-01-03 06:55:39;231.772
2023-01-03 06:55:40;231.772
2023-01-03 06:55:41;231.772
2023-01-03 06:55:42;231.772
2023-01-03 06:55:43;231.772
2023-01-03 06:55:44;231.772
2023-01-03 06:55:45;231.772
2023-01-03 06:55:46;231.772
2023-01-03 06:55:47;231.772
2023-01-03 06:55:48;231.772
2023-01-03 06:55:49;231.772
2023-01-03 06:55:50;231.772
2023-01-03 06:55:51;231.772
2023-01-03 06:55:52;231.772
2023-01-03 06:55:53;231.772
2023-01-03 06:55:54;231.772
2023-01-03 06:55:55;231.772
2023-01-03 06:55:56;231.772
2023-01-03 06:55:57;231.772
2023-01-03 06:55:58;231.772
2023-01-03 06:55:59;231.772
2023-01-03 06:56:00;231.772
2023-01-03 06:56:01;231.772
2023-01-03 06:56:02;231.772
2023-01-03 06:56:03;231.772
2023-01-03 06:56:04;231.772
2023-01-03 06:56:05;231.772
2023-01-03 06:56:06;231.772
2023-01-03 06:56:07;232.0464
2023-01-03 06:56:08;232.052
2023-01-03 06:56:09;232.052
2023-01-03 06:56:10;232.052
2023-01-03 06:56:11;232.052
2023-01-03 06:56:12;232.052
2023-01-03 06:56:13;232.052
2023-01-03 06:56:14;232.052
2023-01-03 06:56:15;232.052
2023-01-03 06:56:16;232.052
2023-01-03 06:56:17;232.052
2023-01-03 06:56:18;232.052
2023-01-03 06:56:19;232.052
2023-01-03 06:56:20;232.052
2023-01-03 06:56:21;232.052
2023-01-03 06:56:22;232.052
2023-01-03 06:56:23;232.052
2023-01-03 06:56:24;232.052
2023-01-03 06:56:25;232.052
2023-01-03 06:56:26;232.052
2023-01-03 06:56:27;232.052
2023-01-03 06:56:28;232.052
2023-01-03 06:56:29;232.052
2023-01-03 06:56:30;232.052
2023-01-03 06:56:31;232.052
2023-01-03 06:56:32;232.052
2023-01-03 06:56:33;232.052
2023-01-03 06:56:34;232.052
2023-01-03 06:56:35;232.052
2023-01-03 06:56:36;232.052
2023-01-03 06:56:37;232.052
2023-01-03 06:56:38;232.052
2023-01-03 06:56:39;232.052
2023-01-03 06:56:40;232.052
2023-01-03 06:56:41;232.052
2023-01-03 06:56:42;232.052
2023-01-03 06:56:43;232.052
2023-01-03 06:56:44;232.052
2023-01-03 06:56:45;232.052
2023-01-03 06:56:46;232.052
2023-01-03 06:56:47;232.052
2023-01-03 06:56:48;232.052
2023-01-03 06:56:49;232.052
2023-01-03 06:56:50;232.052
2023-01-03 06:56:51;232.052
2023-01-03 06:56:52;232.052
2023-01-03 06:56:53;232.052
2023-01-03 06:56:54;232.052
2023-01-03 06:56:55;232.052
2023-01-03 06:56:56;232.052
2023-01-03 06:56:57;232.052
2023-01-03 06:56:58;232.052
2023-01-03 06:56:59;232.052
2023-01-03 06:57:00;232.052
2023-01-03 06:57:01;232.052
2023-01-03 06:57:02;232.052
2023-01-03 06:57:03;232.052
2023-01-03 06:57:04;232.052
2023-01-03 06:57:05;232.052
2023-01-03 06:57:06;232.052
2023-01-03 06:57:07;232.052
2023-01-03 06:57:08;232.052
2023-01-03 06:57:09;232.052
2023-01-03 06:57:10;232.052
2023-01-03 06:57:11;232.052
2023-01-03 06:57:12;232.052
2023-01-03 06:57:13;232.052
2023-01-03 06:57:14;232.052
2023-01-03 06:57:15;232.052
2023-01-03 06:57:16;232.052
2023-01-03 06:57:17;232.052
2023-01-03 06:57:18;232.052
2023-01-03 06:57:19;232.052
2023-01-03 06:57:20;232.052
2023-01-03 06:57:21;232.052
2023-01-03 06:57:22;232.052
2023-01-03 06:57:23;232.052
2023-01-03 06:57:24;232.052
2023-01-03 06:57:25;232.052
2023-01-03 06:57:26;232.052
2023-01-03 06:57:27;232.052
2023-01-03 06:57:28;232.052
2023-01-03 06:57:29;232.052
2023-01-03 06:57:30;232.052
2023-01-03 06:57:31;232.052
2023-01-03 06:57:32;232.052
2023-01-03 06:57:33;232.052
2023-01-03 06:57:34;232.052
2023-01-03 06:57:35;232.052
2023-01-03 06:57:36;232.20945799999998
2023-01-03 06:57:37;232.213
2023-01-03 06:57:38;232.213
2023-01-03 06:57:39;232.213
2023-01-03 06:57:40;232.213
2023-01-03 06:57:41;232.213
2023-01-03 06:57:42;232.213
2023-01-03 06:57:43;232.213
2023-01-03 06:57:44;232.213
2023-01-03 06:57:45;232.213
2023-01-03 06:57:46;232.213
2023-01-03 06:57:47;232.213
2023-01-03 06:57:48;232.213
2023-01-03 06:57:49;232.213
2023-01-03 06:57:50;232.213
2023-01-03 06:57:51;232.213
2023-01-03 06:57:52;232.213
2023-01-03 06:57:53;232.213
2023-01-03 06:57:54;232.213
2023-01-03 06:57:55;232.213
2023-01-03 06:57:56;232.213
2023-01-03 06:57:57;232.213
2023-01-03 06:57:58;232.213
2023-01-03 06:57:59;232.213
2023-01-03 06:58:00;232.213
2023-01-03 06:58:01;232.213
2023-01-03 06:58:02;232.213
2023-01-03 06:58:03;232.213
2023-01-03 06:58:04;232.213
2023-01-03 06:58:05;231.76418800000002
2023-01-03 06:58:06;231.745
2023-01-03 06:58:07;231.745
2023-01-03 06:58:08;231.745
2023-01-03 06:58:09;231.745
2023-01-03 06:58:10;231.745
2023-01-03 06:58:11;231.745
2023-01-03 06:58:12;231.745
2023-01-03 06:58:13;231.745
2023-01-03 06:58:14;231.745
2023-01-03 06:58:15;231.745
2023-01-03 06:58:16;231.745
2023-01-03 06:58:17;231.745
2023-01-03 06:58:18;231.745
2023-01-03 06:58:19;231.745
2023-01-03 06:58:20;231.745
2023-01-03 06:58:21;231.745
2023-01-03 06:58:22;231.745
2023-01-03 06:58:23;231.745
2023-01-03 06:58:24;231.745
2023-01-03 06:58:25;231.745
2023-01-03 06:58:26;231.745
2023-01-03 06:58:27;231.745
2023-01-03 06:58:28;231.745
2023-01-03 06:58:29;231.745
2023-01-03 06:58:30;231.745
2023-01-03 06:58:31;231.745
2023-01-03 06:58:32;231.745
2023-01-03 06:58:33;231.745
2023-01-03 06:58:34;232.097084
2023-01-03 06:58:35;232.101
2023-01-03 06:58:36;232.101
2023-01-03 06:58:37;232.101
2023-01-03 06:58:38;232.101
2023-01-03 06:58:39;232.101
2023-01-03 06:58:40;232.101
2023-01-03 06:58:41;232.101
2023-01-03 06:58:42;232.101
2023-01-03 06:58:43;232.101
2023-01-03 06:58:44;232.101
2023-01-03 06:58:45;232.101
2023-01-03 06:58:46;232.101
2023-01-03 06:58:47;232.101
2023-01-03 06:58:48;232.101
2023-01-03 06:58:49;232.101
2023-01-03 06:58:50;232.101
2023-01-03 06:58:51;232.101
2023-01-03 06:58:52;232.101
2023-01-03 06:58:53;232.101
2023-01-03 06:58:54;232.101
2023-01-03 06:58:55;232.101
2023-01-03 06:58:56;232.101
2023-01-03 06:58:57;232.101
2023-01-03 06:58:58;232.101
2023-01-03 06:58:59;232.101
2023-01-03 06:59:00;232.101
2023-01-03 06:59:01;232.101
2023-01-03 06:59:02;232.101
2023-01-03 06:59:03;232.101
2023-01-03 06:59:04;232.101
2023-01-03 06:59:05;232.02218700000003
2023-01-03 06:59:06;232.02
2023-01-03 06:59:07;232.02
2023-01-03 06:59:08;232.02
2023-01-03 06:59:09;232.02
2023-01-03 06:59:10;232.02
2023-01-03 06:59:11;232.02
2023-01-03 06:59:12;232.02
2023-01-03 06:59:13;232.02
2023-01-03 06:59:14;232.02
2023-01-03 06:59:15;232.02
2023-01-03 06:59:16;232.02
2023-01-03 06:59:17;232.02
2023-01-03 06:59:18;232.02
2023-01-03 06:59:19;232.02
2023-01-03 06:59:20;232.02
2023-01-03 06:59:21;232.02
2023-01-03 06:59:22;232.02
2023-01-03 06:59:23;232.02
2023-01-03 06:59:24;232.02
2023-01-03 06:59:25;232.02
2023-01-03 06:59:26;232.02
2023-01-03 06:59:27;232.02
2023-01-03 06:59:28;232.02
2023-01-03 06:59:29;232.02
2023-01-03 06:59:30;232.02
2023-01-03 06:59:31;232.02
2023-01-03 06:59:32;232.02
2023-01-03 06:59:33;232.02
2023-01-03 06:59:34;232.02
2023-01-03 06:59:35;232.02
2023-01-03 06:59:36;232.02
2023-01-03 06:59:37;232.02
2023-01-03 06:59:38;232.02
2023-01-03 06:59:39;232.02
2023-01-03 06:59:40;232.02
2023-01-03 06:59:41;232.02
2023-01-03 06:59:42;232.02
2023-01-03 06:59:43;232.02
2023-01-03 06:59:44;232.02
2023-01-03 06:59:45;232.02
2023-01-03 06:59:46;232.02
2023-01-03 06:59:47;232.02
2023-01-03 06:59:48;232.02
2023-01-03 06:59:49;232.02
2023-01-03 06:59:50;232.02
2023-01-03 06:59:51;232.02
2023-01-03 06:59:52;232.02
2023-01-03 06:59:53;232.02
2023-01-03 06:59:54;232.02
2023-01-03 06:59:55;232.02
2023-01-03 06:59:56;232.02
2023-01-03 06:59:57;232.02
2023-01-03 06:59:58;232.02
2023-01-03 06:59:59;232.02
2023-01-03 07:00:00;232.02
2023-01-03 07:00:01;232.02
2023-01-03 07:00:02;232.02
2023-01-03 07:00:03;232.02
2023-01-03 07:00:04;232.02
2023-01-03 07:00:05;232.02
2023-01-03 07:00:06;232.02
2023-01-03 07:00:07;232.02
2023-01-03 07:00:08;232.02
2023-01-03 07:00:09;232.02
2023-01-03 07:00:10;232.02
2023-01-03 07:00:11;232.02
2023-01-03 07:00:12;232.02
2023-01-03 07:00:13;232.02
2023-01-03 07:00:14;232.02
2023-01-03 07:00:15;232.02
2023-01-03 07:00:16;232.02
2023-01-03 07:00:17;232.02
2023-01-03 07:00:18;232.02
2023-01-03 07:00:19;232.02
2023-01-03 07:00:20;232.02
2023-01-03 07:00:21;232.02
2023-01-03 07:00:22;232.02
2023-01-03 07:00:23;232.02
2023-01-03 07:00:24;232.02
2023-01-03 07:00:25;232.02
2023-01-03 07:00:26;232.02
2023-01-03 07:00:27;232.02
2023-01-03 07:00:28;232.02
2023-01-03 07:00:29;232.02
2023-01-03 07:00:30;232.02
2023-01-03 07:00:31;232.02
2023-01-03 07:00:32;232.02
2023-01-03 07:00:33;232.02
2023-01-03 07:00:34;232.02
2023-01-03 07:00:35;232.02
2023-01-03 07:00:36;232.02
2023-01-03 07:00:37;232.02
2023-01-03 07:00:38;232.02
2023-01-03 07:00:39;232.02
2023-01-03 07:00:40;232.02
2023-01-03 07:00:41;232.11741199999997
2023-01-03 07:00:42;232.118
2023-01-03 07:00:43;232.118
2023-01-03 07:00:44;232.118
2023-01-03 07:00:45;232.118
2023-01-03 07:00:46;232.118
2023-01-03 07:00:47;232.118
2023-01-03 07:00:48;232.118
2023-01-03 07:00:49;232.118
2023-01-03 07:00:50;232.118
2023-01-03 07:00:51;232.118
2023-01-03 07:00:52;232.118
2023-01-03 07:00:53;232.118
2023-01-03 07:00:54;232.118
2023-01-03 07:00:55;232.118
2023-01-03 07:00:56;232.118
2023-01-03 07:00:57;232.118
2023-01-03 07:00:58;232.118
2023-01-03 07:00:59;232.118
2023-01-03 07:01:00;232.118
2023-01-03 07:01:01;232.118
2023-01-03 07:01:02;232.118
2023-01-03 07:01:03;232.118
2023-01-03 07:01:04;232.118
2023-01-03 07:01:05;232.44295000000002
2023-01-03 07:01:06;232.453
2023-01-03 07:01:07;232.453
2023-01-03 07:01:08;232.453
2023-01-03 07:01:09;232.453
2023-01-03 07:01:10;232.453
2023-01-03 07:01:11;232.453
2023-01-03 07:01:12;232.453
2023-01-03 07:01:13;232.453
2023-01-03 07:01:14;232.453
2023-01-03 07:01:15;232.453
2023-01-03 07:01:16;232.453
2023-01-03 07:01:17;232.453
2023-01-03 07:01:18;232.453
2023-01-03 07:01:19;232.453
2023-01-03 07:01:20;232.453
2023-01-03 07:01:21;232.453
2023-01-03 07:01:22;232.453
2023-01-03 07:01:23;232.453
2023-01-03 07:01:24;232.453
2023-01-03 07:01:25;232.453
2023-01-03 07:01:26;232.453
2023-01-03 07:01:27;232.453
2023-01-03 07:01:28;232.453
2023-01-03 07:01:29;232.453
2023-01-03 07:01:30;232.453
2023-01-03 07:01:31;232.453
2023-01-03 07:01:32;232.453
2023-01-03 07:01:33;232.453
2023-01-03 07:01:34;232.48452000000003
2023-01-03 07:01:35;232.485
2023-01-03 07:01:36;232.485
2023-01-03 07:01:37;232.485
2023-01-03 07:01:38;232.485
2023-01-03 07:01:39;232.485
2023-01-03 07:01:40;232.485
2023-01-03 07:01:41;232.485
2023-01-03 07:01:42;232.485
2023-01-03 07:01:43;232.485
2023-01-03 07:01:44;232.485
2023-01-03 07:01:45;232.485
2023-01-03 07:01:46;232.485
2023-01-03 07:01:47;232.485
2023-01-03 07:01:48;232.485
2023-01-03 07:01:49;232.485
2023-01-03 07:01:50;232.485
2023-01-03 07:01:51;232.485
2023-01-03 07:01:52;232.485
2023-01-03 07:01:53;232.485
2023-01-03 07:01:54;232.485
2023-01-03 07:01:55;232.485
2023-01-03 07:01:56;232.485
2023-01-03 07:01:57;232.485
2023-01-03 07:01:58;232.485
2023-01-03 07:01:59;232.485
2023-01-03 07:02:00;232.485
2023-01-03 07:02:01;232.485
2023-01-03 07:02:02;232.485
2023-01-03 07:02:03;232.485
2023-01-03 07:02:04;232.485
2023-01-03 07:02:05;232.589728
2023-01-03 07:02:06;232.591
2023-01-03 07:02:07;232.591
2023-01-03 07:02:08;232.591
2023-01-03 07:02:09;232.591
2023-01-03 07:02:10;232.591
2023-01-03 07:02:11;232.591
2023-01-03 07:02:12;232.591
2023-01-03 07:02:13;232.591
2023-01-03 07:02:14;232.591
2023-01-03 07:02:15;232.591
2023-01-03 07:02:16;232.591
2023-01-03 07:02:17;232.591
2023-01-03 07:02:18;232.591
2023-01-03 07:02:19;232.591
2023-01-03 07:02:20;232.591
2023-01-03 07:02:21;232.591
2023-01-03 07:02:22;232.591
2023-01-03 07:02:23;232.591
2023-01-03 07:02:24;232.591
2023-01-03 07:02:25;232.591
2023-01-03 07:02:26;232.591
2023-01-03 07:02:27;232.591
2023-01-03 07:02:28;232.591
2023-01-03 07:02:29;232.591
2023-01-03 07:02:30;232.591
2023-01-03 07:02:31;232.591
2023-01-03 07:02:32;232.591
2023-01-03 07:02:33;232.591
2023-01-03 07:02:34;232.591
2023-01-03 07:02:35;232.591
2023-01-03 07:02:36;232.591
2023-01-03 07:02:37;232.591
2023-01-03 07:02:38;232.591
2023-01-03 07:02:39;232.591
2023-01-03 07:02:40;232.591
2023-01-03 07:02:41;232.591
2023-01-03 07:02:42;232.591
2023-01-03 07:02:43;232.591
2023-01-03 07:02:44;232.591
2023-01-03 07:02:45;232.591
2023-01-03 07:02:46;232.591
2023-01-03 07:02:47;232.591
2023-01-03 07:02:48;232.591
2023-01-03 07:02:49;232.591
2023-01-03 07:02:50;232.591
2023-01-03 07:02:51;232.591
2023-01-03 07:02:52;232.591
2023-01-03 07:02:53;232.591
2023-01-03 07:02:54;232.591
2023-01-03 07:02:55;232.591
2023-01-03 07:02:56;232.591
2023-01-03 07:02:57;232.591
2023-01-03 07:02:58;232.591
2023-01-03 07:02:59;232.591
2023-01-03 07:03:00;232.591
2023-01-03 07:03:01;232.591
2023-01-03 07:03:02;232.591
2023-01-03 07:03:03;232.591
2023-01-03 07:03:04;232.591
2023-01-03 07:03:05;232.591
2023-01-03 07:03:06;232.57384600000003
2023-01-03 07:03:07;232.573
2023-01-03 07:03:08;232.573
2023-01-03 07:03:09;232.573
2023-01-03 07:03:10;232.573
2023-01-03 07:03:11;232.573
2023-01-03 07:03:12;232.573
2023-01-03 07:03:13;232.573
2023-01-03 07:03:14;232.573
2023-01-03 07:03:15;232.573
2023-01-03 07:03:16;232.573
2023-01-03 07:03:17;232.573
2023-01-03 07:03:18;232.573
2023-01-03 07:03:19;232.573
2023-01-03 07:03:20;232.573
2023-01-03 07:03:21;232.573
2023-01-03 07:03:22;232.573
2023-01-03 07:03:23;232.573
2023-01-03 07:03:24;232.573
2023-01-03 07:03:25;232.573
2023-01-03 07:03:26;232.573
2023-01-03 07:03:27;232.573
2023-01-03 07:03:28;232.573
2023-01-03 07:03:29;232.573
2023-01-03 07:03:30;232.573
2023-01-03 07:03:31;232.573
2023-01-03 07:03:32;232.573
2023-01-03 07:03:33;232.573
2023-01-03 07:03:34;232.573
